Fecha,Periódico,Link
20/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/gobernacion-cochabamba-activa-alerta-roja-desborde-rio-tiquipaya/20200220220501752446.html
21/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/afirman-mazamorra-arrastro-mujer-tiquipaya-temen-desaparicion-menor/20200221202344752637.html
21/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/alerta-tiquipaya-nueva-bajada-mazamorra/20200221194442752628.html
21/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/declaran-alerta-roja-zona-cuenca-taquina/20200221112515752573.html
23/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/casas-caidas-ahora-son-mismas-2018/20200223230837753015.html
23/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/logran-reencauzar-rio-taquina-proceden-dragar-lecho-corriente-agua/20200223184822752987.html
23/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/salud-dispone-brigadas-medicas-ambulancias-medicinas-atencion-familias-afectadas-tiquipaya/20200223164321752972.html
23/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/tiquipaya-mas-320-personas-damnificadas-43-viviendas-afectadas/20200223161719752967.html
23/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/murillo-apoyar-damnificados-tiquipaya-va-mas-alla-politico/20200223155819752964.html
23/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/programa-emergencias-aldeas-infantiles-sos-atiende-ninos-ninas-familias-damnificadas-tiquipaya/20200223152842752958.html
23/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/presidenta-anez-instruye-reubicar-damnificados-tiquipaya-reactivar-programa-manejo-integral-cuencas/20200223150027752955.html
23/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/colcapirhua-suspende-carnaval-solidaridad-tiquipaya/20200223140657752949.html
23/02/2020,Opinión,https://www.opinion.com.bo/articulo/informe-especial/reportaje-grafico-centenares-afectados/20200223003528752942.html
23/02/2020,Opinión,https://www.opinion.com.bo/articulo/informe-especial/tiquipaya-desesperacion-evacuacion-gente/20200223003317752940.html
24/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/damnificados-tiquipaya-pide-autoridades-entreguen-ayuda-forma-personal/20200224164258753078.html
24/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/zona-riesgo-tiquipaya-es-permanente/20200224162230753075.html
24/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/desplegaran-300-militares-mas-priorizar-atencion-damnificados-tiquipaya/20200224134850753072.html
24/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/bomberos-oruro-paz-refuerzan-tareas-rescate-tiquipaya/20200224105434753061.html
24/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/reencauzan-rio-taquina-anez-anuncia-reactivacion-promic/20200224011515753045.html
24/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/casas-caidas-ahora-son-mismas-2018/20200223230837753015.html
25/02/2020,Opinión,https://www.opinion.com.bo/articulo/pais/gobierno-decide-crear%E2%80%88autoridad-cuencas-soria-apura-ley-emergencias-atender-tiquipaya/20200225232951753186.html
25/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/anh-entrega-cocinas-garrafas-familias-afectadas-tiquipaya/20200225202329753141.html
25/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/tiquipaya-gobierno-crea-autoridad-cuencas-prohibe-asentamientos-ilegales-impulsa-reforestacion/20200225200752753134.html
25/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/gobernacion-espera-asamblea-apruebe-ley-declaratoria-emergencias-atender-desastres/20200225183139753133.html
26/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/vecinos-tiquipaya-realizan-cabildo-amenazan-movilizaciones-bloqueos/20200226214939753299.html
26/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/asamblea-legislativa-departamental-aprueba-ley-declaratoria-emergencia/20200226192929753273.html
26/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/zonas-riesgo-tiquipaya-fueron-evidenciadas-hace-menos-anos/20200226183824753264.html
26/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/trabajos-dragado-continuan-tiquipaya/20200226125429753230.html
27/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/gobierno-garantiza-apoyo-recuperar-viviendas-damnificados-tiquipaya/20200227194456753490.html
28/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/damnificados-tiquipaya-seran-albergados-nueva-infraestructura-hospital/20200228155914753658.html
29/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/habilitaron-solo-25-banos-mas-300-afectados/20200229224039753912.html
29/02/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/mazamorra-cobra-primera-victima-fatal-tiquipaya/20200229223822753910.html
01/03/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/tiquipaya-trasladan-50-familias-damnificadas-entierran-muerto/20200301215603754055.html
02/03/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/asamblea-prepara-juicio-gobernadora-tiquipaya/20200302235748754310.html
06/03/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/estabilizar-cuenca-taquina-requiere-menos-anos/20200306220334755045.html
08/03/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/refuerzan-trabajos-limpieza-tiquipaya/20200308235730755370.html
08/03/2020,Opinión,https://www.opinion.com.bo/articulo/cochabamba/70-fraternidades-solidarizan-tiquipaya/20200308235839755372.html
20/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200220/desborde-del-rio-taquina-mazamorra-afecta-viviendas-tiquipaya
20/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200220/alcaldia-controla-desborde-torrentera-taquina-juan-pablo-ii
20/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200220/activan-alerta-tiquipaya-gobernadora-inspecciona-rumi-mayu
21/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200221/tiquipaya-otra-vez-vilo-mazamorra-que-baja-del-tunari
21/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200221/quillacollo-envia-cuadrilla-tiquipaya-atender-inundaciones
21/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200221/maquinaria-continua-retirando-lodo-tiquipaya
21/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200221/detectan-fractura-talud-cuenca-taquina
21/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200221/emergencia-tiquipaya-llegada-mas-mazamorra-que-afecta-varias
21/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200221/piden-ayuda-familias-afectadas-mazamorra-tiquipaya
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200222/tiquipaya-sufre-segunda-vez-dejadez-deslave-del-tunari
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200221/rescatan-mascotas-piden-ayuda-mazamorra-tiquipaya
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200222/alertan-mas-deslizamientos-cuenca-taquina-falla-talud
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200222/riesgo-continua-tiquipaya-piden-familias-afectadas-ir-albergues
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200222/despliegan-unidades-operativas-auxilio-tiquipaya
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200222/tiquipaya-emergencia-hay-92-familias-22-viviendas-afectadas-mazamorra
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200222/murillo-apunta-loteadores-como-responsables-desastre-tiquipaya
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200222/habilitan-puntos-acopio-ciudad-ayudar-tiquipaya
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200222/tiquipaya-vecinos-molles-piden-herramientas
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200222/entel-asumira-costo-llamadas-moviles-perimetro-al-desastre-tiquipaya
22/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200222/arduo-rescate-mascotas-tiquipaya-piden-ayuda
23/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200223/loteadores-deforestacion-falta-manejo-detonantes-del-desastre
23/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200223/aluvion-peor-que-2018-arrasa-barrios-tiquipaya-indefensa
23/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200223/lodo-afecta-800-familias-riesgo-otra-riada-persiste-tiquipaya
23/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200223/medicos-atendieron-mas-100-personas-afectadas-tiquipaya
23/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200223/intensifican-trabajo-tiquipaya-vecinos-sacan-lodo-casas-como-pueden
23/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200223/anez-instruye-reubicar-damnificados-tiquipaya-reactivar-programa
23/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200223/logran-reencauzar-rio-taquina-proceden-dragar-lecho-corriente-agua
23/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/no-hay-pausa-trabajo
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/dejadez-alcaldia-control-franja-del-rio-agravo-desastre
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/familias-sacan-lodo-sus-casas-anez-anuncia-reabrir-promic
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/jasilma-ya-se-le-acabaron-lagrimas-tanto-llanto-pesar
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/bomberos-oruro-paz-se-suman-tareas-rescate-apoyo-afectados-tiquipaya
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/gobierno-desplegara-300-militares-mas-priorizar-atencion-damnificados
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/gobierno-responsabiliza-exautoridades-desastres-tiquipaya
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/civicos-cochabamba-convocan-poblacion-solidarizarse-damnificados
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/persiste-riesgo-tiquipaya-posible-deslizamiento-cuenca-taquina
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/gobernacion-inspecciona-linde-entrega-herramientas-trabajo
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/detectan-fallas-taludes-activados-cuenca-del-rio-taquina
24/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200224/tiquipaya-realizan-reunion-del-coe-departamental
25/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200225/gobernacion-deslave-tiquipaya-afecta-188-familias-mas-350-viviendas
25/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200225/tiquipaya-minigabinete-determina-realizar-estudio-topografico
25/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200225/alcaldia-quillacollo-lleva-desayuno-almuerzo-damnificados-tiquipaya
25/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200225/rescatistas-mascotas-denuncian-que-quieren-desalojarlos-piden-ayuda
25/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200225/anez-advierte-que-no-permitiran-mas-asentamientos-ilegales-tiquipaya
25/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200225/sedes-reporta-que-se-atendieron-mas-200-personas-afectadas-tiquipaya
25/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200225/educacion-otorga-tolerancia-estudiantes-docentes-administrativos
25/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200225/anh-entrega-cocinas-garrafas-familias-afectadas-tiquipaya
25/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200225/gobierno-asumira-costo-del-servicio-electricidad-tiquipaya
26/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200226/gobierno-prioriza-5-acciones-cuencas-evitar-mas-desastres
26/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200226/300-familias-claman-alimentos-buscan-evitar-otro-deslizamiento
26/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200226/comerciantes-protestan-exigen-suspension-del-corso-corsos
26/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200226/hay-alerta-tiquipaya-lluvia-mientras-continua-trabajo-evitar-otro
26/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200226/mas-650-soldados-trabajan-todo-dia-atender-emergencia-tiquipaya
26/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200226/realizan-explosiones-controladas-retirar-rocas-gran-tamano-del-rio
26/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200226/instalan-punto-control-veterinario-mascotas-rescatadas-tiquipaya
26/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200226/gobernacion-pide-declaratoria-emergencia-cochabamba
26/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200226/asamblea-legislativa-departamental-aprueba-declaratoria-emergencia
26/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200226/vecinos-afectados-deslave-anuncian-bloqueos-tiquipaya
27/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200227/danos-aluvion-mayoria-familias-exige-plan-reubicacion
